id,node_id,seq,temperature,humidity,rssi,snr,uptime_s,checksum_ok,received_at
5003,1,355,26,81.3,-94,4,5340,t,2026-09-05 15:45:06.186287+00
5004,2,868,30.5,67,-58,9.75,13035,t,2026-09-05 15:45:14.15248+00
5005,1,356,25.9,81.4,-93,4.5,5355,t,2026-09-05 15:45:21.185836+00
5006,2,869,30,67,-58,9.75,13050,t,2026-09-05 15:45:29.152473+00
5007,1,357,26,81.3,-94,3.75,5370,t,2026-09-05 15:45:36.188214+00
5008,2,870,30.6,67,-58,9.75,13065,t,2026-09-05 15:45:44.152212+00
5009,1,358,26,81.3,-93,4.25,5385,t,2026-09-05 15:45:51.18493+00
5010,2,871,30.6,67,-58,9.75,13080,t,2026-09-05 15:45:59.206758+00
5011,1,359,26,81.3,-94,3.75,5400,t,2026-09-05 15:46:06.187761+00
5012,2,872,30.5,67,-58,9.5,13095,t,2026-09-05 15:46:14.151459+00
5013,1,360,25.9,81.4,-94,3.75,5415,t,2026-09-05 15:46:21.186454+00
5014,2,873,30.7,67,-57,9.75,13110,t,2026-09-05 15:46:29.246008+00
5015,1,361,25.9,81.4,-94,4.25,5430,t,2026-09-05 15:46:36.183567+00
5016,2,874,30.9,67,-58,9.25,13125,t,2026-09-05 15:46:44.150509+00
5017,1,362,25.9,81.4,-94,3.5,5445,t,2026-09-05 15:46:51.186919+00
5018,2,875,30.2,67,-58,9.5,13140,t,2026-09-05 15:46:59.151525+00
5019,1,363,25.9,81.4,-94,4,5460,t,2026-09-05 15:47:06.187451+00
5020,1,364,25.9,81.4,-94,4.5,5475,t,2026-09-05 15:47:21.185173+00
5021,2,877,30.2,67,-54,9.75,13170,t,2026-09-05 15:47:29.407082+00
5022,1,365,25.9,81.4,-94,4.25,5490,t,2026-09-05 15:47:36.281317+00
5023,2,878,30.2,67,-63,9.5,13185,t,2026-09-05 15:47:44.405875+00
5024,1,366,25.9,81.4,-94,3.75,5505,t,2026-09-05 15:47:51.184437+00
5025,2,879,30.3,67,-62,9.75,13200,t,2026-09-05 15:47:59.362382+00
5026,1,367,25.9,81.4,-93,4.75,5520,t,2026-09-05 15:48:06.256035+00
5027,2,880,30.2,67,-59,9.25,13215,t,2026-09-05 15:48:14.195907+00
5028,1,368,26,81.3,-93,4.5,5535,t,2026-09-05 15:48:21.292679+00
5029,2,881,30.2,68,-63,9.25,13230,t,2026-09-05 15:48:29.177423+00
5030,1,369,26,81.3,-94,4,5550,t,2026-09-05 15:48:36.443645+00
5031,2,882,30.6,68,-64,9.5,13245,t,2026-09-05 15:48:44.145982+00
5032,1,370,26,81.3,-94,4.5,5565,t,2026-09-05 15:48:51.181918+00
5033,2,883,30.1,68,-62,9.5,13260,t,2026-09-05 15:48:59.145023+00
5034,1,371,26,81.3,-93,4.5,5580,t,2026-09-05 15:49:06.180312+00
5035,2,884,30.1,68,-64,9.5,13275,t,2026-09-05 15:49:14.206753+00
5036,1,372,26,81.3,-95,9.5,5595,t,2026-09-05 15:49:21.214738+00
5037,2,885,30.1,68,-62,9.25,13290,t,2026-09-05 15:49:29.143772+00
5038,1,373,26,81.3,-94,4.75,5610,t,2026-09-05 15:49:36.180346+00
5039,2,886,30,68,-62,9.25,13305,t,2026-09-05 15:49:44.146324+00
5040,1,374,26,81.3,-93,5,5625,t,2026-09-05 15:49:51.347163+00
5041,2,887,30.1,68,-63,9.5,13320,t,2026-09-05 15:49:59.355008+00
5042,1,375,26,81.3,-93,5,5640,t,2026-09-05 15:50:06.179673+00
5043,2,888,30.4,68,-62,10.25,13335,t,2026-09-05 15:50:14.143347+00
5044,1,376,26,81.3,-93,5.25,5655,t,2026-09-05 15:50:21.181971+00
5045,2,889,31.6,67,-62,9.25,13350,t,2026-09-05 15:50:29.140573+00
5046,1,377,26,81.2,-92,5,5670,t,2026-09-05 15:50:36.43077+00
5047,2,890,31.8,67,-64,9.5,13365,t,2026-09-05 15:50:44.144424+00
5048,1,378,26,81.3,-92,5,5685,t,2026-09-05 15:50:51.481846+00
5049,2,891,31.1,67,-63,9.5,13380,t,2026-09-05 15:50:59.140579+00
5050,1,379,26,81.3,-93,4.75,5700,t,2026-09-05 15:51:06.17911+00
5051,1,380,26,81.3,-93,5.25,5715,t,2026-09-05 15:51:21.178932+00
5052,2,893,31.9,67,-63,9.75,13410,t,2026-09-05 15:51:29.14076+00
5053,1,381,25.9,81.4,-92,5,5730,t,2026-09-05 15:51:36.181131+00
5054,2,894,31,67,-64,9.25,13425,t,2026-09-05 15:51:44.309435+00
5055,1,382,25.9,81.4,-93,5.25,5745,t,2026-09-05 15:51:51.175911+00
5056,2,895,31.1,67,-63,9.25,13440,t,2026-09-05 15:51:59.139248+00
5057,1,383,25.9,81.4,-93,5.25,5760,t,2026-09-05 15:52:06.178354+00
5058,2,896,31.7,67,-67,9,13455,t,2026-09-05 15:52:14.139028+00
5059,1,384,25.9,81.4,-92,5,5775,t,2026-09-05 15:52:21.378126+00
5060,2,897,31.9,67,-65,9,13470,t,2026-09-05 15:52:29.141175+00
5061,1,385,25.9,81.4,-93,5,5790,t,2026-09-05 15:52:36.17732+00
5062,2,898,31.1,67,-66,9.25,13485,t,2026-09-05 15:52:44.139046+00
5063,1,386,25.9,81.4,-93,5,5805,t,2026-09-05 15:52:51.177501+00
5064,2,899,31.8,67,-64,9,13500,t,2026-09-05 15:52:59.278977+00
5065,1,387,25.9,81.4,-93,5,5820,t,2026-09-05 15:53:06.176938+00
5066,2,900,31.4,67,-62,9.5,13515,t,2026-09-05 15:53:14.137631+00
5067,1,388,25.9,81.4,-93,5.25,5835,t,2026-09-05 15:53:21.176652+00
5068,2,901,31,67,-59,9.25,13530,t,2026-09-05 15:53:29.627881+00
5069,1,389,25.9,81.4,-94,5,5850,t,2026-09-05 15:53:36.174781+00
5070,2,902,31.2,67,-68,8.75,13545,t,2026-09-05 15:53:44.135764+00
5071,1,390,25.9,81.4,-93,5.25,5865,t,2026-09-05 15:53:51.237347+00
5072,2,903,31,67,-65,9.75,13560,t,2026-09-05 15:53:59.133566+00
5073,1,391,25.9,81.4,-94,4.25,5880,t,2026-09-05 15:54:06.347123+00
5074,2,904,31.8,67,-63,9.5,13575,t,2026-09-05 15:54:23.84977+00
5075,1,392,26,81.3,-94,4.25,5895,t,2026-09-05 15:54:24.44556+00
5076,2,905,31.7,67,-62,10,13590,t,2026-09-05 15:54:29.133987+00
5077,1,393,26,81.3,-93,5,5910,t,2026-09-05 15:54:36.175872+00
5078,2,906,31.3,67,-62,11.25,13605,t,2026-09-05 15:54:44.382165+00
5079,1,394,26,81.3,-94,4.75,5925,t,2026-09-05 15:54:51.391588+00
5080,2,907,31,67,-63,9.5,13620,t,2026-09-05 15:54:59.134406+00
5081,1,395,26,81.3,-93,5,5940,t,2026-09-05 15:55:06.472689+00
5082,2,908,31.4,67,-64,9.25,13635,t,2026-09-05 15:55:14.132445+00
5083,1,396,25.9,81.3,-94,4.25,5955,t,2026-09-05 15:55:21.173496+00
5084,2,909,31.4,67,-65,9,13650,t,2026-09-05 15:55:29.130667+00
5085,1,397,26,81.3,-94,4.5,5970,t,2026-09-05 15:55:36.372248+00
5086,1,398,26,81.2,-95,3.5,5985,t,2026-09-05 15:55:51.172613+00
5087,2,911,31.9,67,-60,9.75,13680,t,2026-09-05 15:55:59.13115+00
5088,2,912,31.3,67,-58,9.5,13695,t,2026-09-05 15:56:14.131957+00
5089,1,400,25.9,81.4,-96,2.5,6015,t,2026-09-05 15:56:21.173417+00
5090,2,913,31.8,67,-64,9.75,13710,t,2026-09-05 15:56:29.130876+00
5091,1,401,25.9,81.3,-93,5,6030,t,2026-09-05 15:56:36.404073+00
5092,2,914,31.7,67,-64,10,13725,t,2026-09-05 15:56:44.291777+00
5093,1,402,26,81.2,-93,5.25,6045,t,2026-09-05 15:56:51.16986+00
5094,2,915,31.2,67,-63,9.5,13740,t,2026-09-05 15:56:59.130468+00
5095,1,403,26,81.2,-94,4.5,6060,t,2026-09-05 15:57:06.168596+00
5096,2,916,31.8,67,-70,9,13755,t,2026-09-05 15:57:14.345748+00
5097,1,404,26,81.2,-94,4.5,6075,t,2026-09-05 15:57:21.169953+00
5098,2,917,31.9,67,-71,9,13770,t,2026-09-05 15:57:29.325039+00
5099,1,405,26,81.2,-94,4.5,6090,t,2026-09-05 15:57:36.167682+00
5100,2,918,31,67,-62,10.25,13785,t,2026-09-05 15:57:44.306021+00
5101,1,406,26,81.2,-94,4.5,6105,t,2026-09-05 15:57:51.169159+00
5102,2,919,31,67,-62,10.25,13800,t,2026-09-05 15:57:59.127173+00
5103,1,407,25.9,81.2,-95,4.25,6120,t,2026-09-05 15:58:06.167457+00
5104,2,920,31.1,67,-63,9.75,13815,t,2026-09-05 15:58:14.125926+00
5105,2,921,31.5,67,-64,9.75,13830,t,2026-09-05 15:58:29.127101+00
5106,1,409,26,81.2,-93,5.25,6150,t,2026-09-05 15:58:36.451658+00
5107,2,922,31.7,67,-63,10,13845,t,2026-09-05 15:58:44.129995+00
5108,2,923,31.8,67,-62,9.75,13860,t,2026-09-05 15:58:59.206701+00
5109,1,411,25.9,81.2,-93,5.25,6180,t,2026-09-05 15:59:06.275778+00
5110,2,924,31.2,67,-62,9,13875,t,2026-09-05 15:59:14.125682+00
5111,1,412,25.9,81.2,-93,5,6195,t,2026-09-05 15:59:21.198964+00
5112,2,925,31.8,67,-63,9.25,13890,t,2026-09-05 15:59:29.210944+00
5113,1,413,26,81.1,-94,4.5,6210,t,2026-09-05 15:59:36.197649+00
5114,2,926,31.9,67,-65,10.25,13905,t,2026-09-05 15:59:44.125686+00
5115,1,414,26,81.1,-95,4.5,6225,t,2026-09-05 15:59:51.421139+00
5116,2,927,31.5,67,-62,9.5,13920,t,2026-09-05 15:59:59.306123+00
5117,1,415,26,81.1,-94,4.25,6240,t,2026-09-05 16:00:06.197881+00
5118,2,928,31.1,66,-62,9.75,13935,t,2026-09-05 16:00:14.122506+00
5119,1,416,26,81.1,-94,4.5,6255,t,2026-09-05 16:00:21.194953+00
5120,2,929,31.3,66,-66,8.75,13950,t,2026-09-05 16:00:29.124079+00
5121,1,417,26,81.1,-95,4.25,6270,t,2026-09-05 16:00:36.593055+00
5122,2,930,30,67,-66,9,13965,t,2026-09-05 16:00:44.129992+00
5123,1,418,25.9,81.2,-93,4.5,6285,t,2026-09-05 16:00:51.447069+00
5124,2,931,30,67,-65,9,13980,t,2026-09-05 16:00:59.219985+00
5125,1,419,26,81.1,-94,4.25,6300,t,2026-09-05 16:01:06.19669+00
5126,2,932,30.9,67,-64,9.75,13995,t,2026-09-05 16:01:14.182025+00
5127,1,420,26,81.1,-95,4.25,6315,t,2026-09-05 16:01:21.195624+00
5128,2,933,30.1,67,-65,9.25,14010,t,2026-09-05 16:01:29.144377+00
5129,1,421,26,81.2,-94,4,6330,t,2026-09-05 16:01:36.194005+00
5130,2,934,30.9,67,-65,9.5,14025,t,2026-09-05 16:01:44.164857+00
5131,1,422,25.9,81.2,-94,4,6345,t,2026-09-05 16:01:51.19545+00
5132,2,935,30.9,67,-65,9.5,14040,t,2026-09-05 16:01:59.120961+00
5133,1,423,25.9,81.2,-95,4,6360,t,2026-09-05 16:02:06.738836+00
5134,2,936,30.9,67,-62,9.5,14055,t,2026-09-05 16:02:14.118985+00
5135,1,424,25.9,81.2,-95,3.5,6375,t,2026-09-05 16:02:21.242736+00
5136,2,937,30.4,67,-61,9.75,14070,t,2026-09-05 16:02:29.116682+00
5137,1,425,26,81.2,-94,4.25,6390,t,2026-09-05 16:02:36.196585+00
5138,2,938,30.6,67,-60,9.75,14085,t,2026-09-05 16:02:44.119796+00
5139,1,426,26,81.1,-94,4.5,6405,t,2026-09-05 16:02:51.19211+00
5140,2,939,30.8,67,-61,9.75,14100,t,2026-09-05 16:02:59.117397+00
5141,1,427,25.9,81.2,-94,4,6420,t,2026-09-05 16:03:06.19443+00
5142,2,940,30.3,67,-65,9,14115,t,2026-09-05 16:03:14.119083+00
5143,1,428,26,81.1,-94,4,6435,t,2026-09-05 16:03:21.19472+00
5144,2,941,30.5,67,-61,9.5,14130,t,2026-09-05 16:03:29.11805+00
5145,2,942,30,67,-61,9.25,14145,t,2026-09-05 16:03:44.115564+00
5146,1,430,25.9,81.3,-95,4.25,6465,t,2026-09-05 16:03:51.193811+00
5147,2,943,30,67,-61,9.25,14160,t,2026-09-05 16:03:59.117462+00
5148,1,431,26,81.1,-94,4.5,6480,t,2026-09-05 16:04:06.237529+00
5149,2,944,30.7,67,-61,9.5,14175,t,2026-09-05 16:04:14.229928+00
5150,1,432,26,81.2,-97,9.5,6495,t,2026-09-05 16:04:21.219643+00
5151,2,945,30.2,67,-58,10,14190,t,2026-09-05 16:04:29.114043+00
5152,1,433,26,81.1,-94,4.25,6510,t,2026-09-05 16:04:36.354871+00
5153,2,946,31.3,67,-58,10,14205,t,2026-09-05 16:04:44.116033+00
5154,1,434,26,81.1,-94,4.5,6525,t,2026-09-05 16:04:51.238424+00
5155,2,947,31.4,67,-59,9.5,14220,t,2026-09-05 16:04:59.176857+00
5156,1,435,25.9,81.2,-94,4.25,6540,t,2026-09-05 16:05:06.191506+00
5157,2,948,31,67,-59,9,14235,t,2026-09-05 16:05:14.113175+00
5158,1,436,26,81.2,-94,4.5,6555,t,2026-09-05 16:05:21.407173+00
5159,2,949,31.7,67,-58,9.75,14250,t,2026-09-05 16:05:29.234745+00
5160,1,437,26,81.2,-94,4.5,6570,t,2026-09-05 16:05:36.192249+00
5161,2,950,31.9,67,-59,9.5,14265,t,2026-09-05 16:05:44.276727+00
5162,1,438,26,81.2,-94,4.5,6585,t,2026-09-05 16:05:51.189795+00
5163,2,951,31.2,67,-58,9.75,14280,t,2026-09-05 16:05:59.146903+00
5164,1,439,26,81.2,-94,4.5,6600,t,2026-09-05 16:06:06.302596+00
5165,2,952,31.5,67,-59,9.5,14295,t,2026-09-05 16:06:14.112618+00
5166,1,440,26,81.2,-94,4.75,6615,t,2026-09-05 16:06:21.440821+00
5167,2,953,31.7,67,-58,9.5,14310,t,2026-09-05 16:06:29.111634+00
5168,1,441,26,81.2,-94,4.5,6630,t,2026-09-05 16:06:36.403953+00
5169,2,954,31.3,67,-58,10.25,14325,t,2026-09-05 16:06:44.112224+00
5170,1,442,25.9,81.2,-94,4.5,6645,t,2026-09-05 16:06:51.189934+00
5171,2,955,31.3,67,-59,9.25,14340,t,2026-09-05 16:06:59.15821+00
5172,1,443,26,81.2,-94,4.25,6660,t,2026-09-05 16:07:06.189246+00
5173,2,956,31.9,67,-59,9,14355,t,2026-09-05 16:07:14.108943+00
5174,1,444,26,81.2,-94,4.5,6675,t,2026-09-05 16:07:21.189972+00
5175,2,957,30.8,68,-59,9.25,14370,t,2026-09-05 16:07:29.255646+00
5176,1,445,25.9,81.3,-94,4.75,6690,t,2026-09-05 16:07:36.189381+00
5177,1,446,25.9,81.3,-94,4.5,6705,t,2026-09-05 16:07:51.189286+00
5178,2,959,30,68,-58,10,14400,t,2026-09-05 16:07:59.207719+00
5179,1,447,26,81.2,-94,4,6720,t,2026-09-05 16:08:06.393996+00
5180,2,960,30.2,68,-59,9.75,14415,t,2026-09-05 16:08:14.108227+00
5181,1,448,25.9,81.3,-94,4.5,6735,t,2026-09-05 16:08:21.232982+00
5182,1,449,25.9,81.4,-93,5.5,6750,t,2026-09-05 16:08:36.326777+00
5183,1,450,25.9,81.4,-94,4.5,6765,t,2026-09-05 16:08:51.344777+00
5184,2,963,30.3,68,-58,9.75,14460,t,2026-09-05 16:08:59.239461+00
5185,1,451,25.9,81.4,-94,4.5,6780,t,2026-09-05 16:09:06.232408+00
5186,2,964,30.3,68,-59,9.75,14475,t,2026-09-05 16:09:14.162221+00
5187,1,452,25.9,81.4,-94,4.75,6795,t,2026-09-05 16:09:21.258924+00
5188,2,965,30.2,68,-58,9.75,14490,t,2026-09-05 16:09:29.104388+00
5189,1,453,26,81.3,-94,4.5,6810,t,2026-09-05 16:09:36.33041+00
5190,2,966,30.3,67,-58,9.75,14505,t,2026-09-05 16:09:44.104927+00
5191,1,454,26,81.3,-94,4.25,6825,t,2026-09-05 16:09:51.186711+00
5192,2,967,30.4,68,-58,9,14520,t,2026-09-05 16:09:59.320156+00
5193,2,968,30.8,67,-59,9.5,14535,t,2026-09-05 16:10:14.315409+00
5194,1,456,26,81.3,-94,4.5,6855,t,2026-09-05 16:10:21.374713+00
5195,2,969,30.8,68,-58,9.5,14550,t,2026-09-05 16:10:29.109965+00
5196,1,457,25.9,81.4,-95,4.5,6870,t,2026-09-05 16:10:36.2091+00
5197,2,970,30.9,68,-58,9.5,14565,t,2026-09-05 16:10:44.256033+00
5198,1,458,25.9,81.4,-94,4.75,6885,t,2026-09-05 16:10:51.364319+00
5199,2,971,30.2,68,-59,9.75,14580,t,2026-09-05 16:10:59.286153+00
5200,1,459,25.9,81.4,-94,4.5,6900,t,2026-09-05 16:11:06.182444+00
5201,2,972,30.2,68,-58,9.5,14595,t,2026-09-05 16:11:14.339696+00
5202,1,460,25.9,81.4,-95,3,6915,t,2026-09-05 16:11:21.186331+00
5203,2,973,30.2,68,-58,9.5,14610,t,2026-09-05 16:11:29.10072+00
5204,1,461,25.9,81.4,-94,4.5,6930,t,2026-09-05 16:11:36.357173+00
5205,2,974,30.6,68,-59,9.5,14625,t,2026-09-05 16:11:44.101693+00
5206,1,462,25.9,81.4,-94,4.75,6945,t,2026-09-05 16:11:51.318912+00
5207,2,975,30.8,68,-62,9,14640,t,2026-09-05 16:11:59.254202+00
5208,1,463,25.9,81.4,-94,4.5,6960,t,2026-09-05 16:12:06.181711+00
5209,2,976,30.1,68,-61,9.25,14655,t,2026-09-05 16:12:14.100263+00
5210,1,464,25.9,81.4,-94,4.75,6975,t,2026-09-05 16:12:21.404265+00
5211,2,977,30.3,68,-61,9.25,14670,t,2026-09-05 16:12:29.100625+00
5212,1,465,25.9,81.4,-94,4.75,6990,t,2026-09-05 16:12:36.297136+00
5213,2,978,30.4,68,-61,9.25,14685,t,2026-09-05 16:12:44.314399+00
5214,1,466,25.9,81.4,-95,4,7005,t,2026-09-05 16:12:51.181174+00
5215,2,979,30,67,-61,9.25,14700,t,2026-09-05 16:12:59.259798+00
5216,1,467,25.9,81.4,-94,4.5,7020,t,2026-09-05 16:13:06.181639+00
5217,2,980,30.4,67,-60,9.25,14715,t,2026-09-05 16:13:14.098762+00
5218,1,468,25.9,81.4,-94,4.25,7035,t,2026-09-05 16:13:21.213799+00
5219,2,981,30.6,67,-60,9.5,14730,t,2026-09-05 16:13:29.097563+00
5220,1,469,26,81.3,-94,4.25,7050,t,2026-09-05 16:13:36.278438+00
5221,2,982,30.7,67,-61,9.75,14745,t,2026-09-05 16:13:44.191911+00
5222,1,470,26,81.3,-94,4.75,7065,t,2026-09-05 16:13:51.269873+00
5223,2,983,30.2,67,-60,9.25,14760,t,2026-09-05 16:13:59.096299+00
5224,1,471,25.9,81.4,-94,4.5,7080,t,2026-09-05 16:14:06.179457+00
5225,2,984,30.9,67,-61,9.25,14775,t,2026-09-05 16:14:14.096156+00
5226,1,472,25.9,81.4,-94,4.5,7095,t,2026-09-05 16:14:21.177585+00
5227,1,473,26,81.3,-94,4.5,7110,t,2026-09-05 16:14:36.17886+00
5228,2,986,30.9,67,-60,9.5,14805,t,2026-09-05 16:14:44.275991+00
5229,1,474,25.9,81.4,-94,4.5,7125,t,2026-09-05 16:14:51.178296+00
5230,2,987,30.1,67,-60,9.5,14820,t,2026-09-05 16:14:59.156813+00
5231,1,475,26,81.3,-94,4,7140,t,2026-09-05 16:15:06.17874+00
5232,2,988,30.2,67,-60,9.5,14835,t,2026-09-05 16:15:14.095489+00
5233,1,476,25.9,81.4,-93,4.5,7155,t,2026-09-05 16:15:21.178234+00
5234,2,989,30.9,67,-60,9.75,14850,t,2026-09-05 16:15:29.204763+00
5235,1,477,25.9,81.3,-94,4.5,7170,t,2026-09-05 16:15:36.175697+00
5236,2,990,31.7,67,-62,9.75,14865,t,2026-09-05 16:15:44.095334+00
5237,1,478,25.9,81.3,-94,5,7185,t,2026-09-05 16:15:51.387248+00
5238,2,991,31.2,67,-62,9.5,14880,t,2026-09-05 16:15:59.094147+00
5239,1,479,25.9,81.3,-94,4.25,7200,t,2026-09-05 16:16:06.175869+00
5240,2,992,31.4,67,-63,9.5,14895,t,2026-09-05 16:16:14.092502+00
5241,1,480,25.9,81.3,-94,4.5,7215,t,2026-09-05 16:16:21.176971+00
5242,2,993,31.1,67,-61,9.5,14910,t,2026-09-05 16:16:29.091802+00
5243,1,481,25.9,81.3,-95,4.25,7230,t,2026-09-05 16:16:36.176168+00
5244,2,994,31,66,-56,10,14925,t,2026-09-05 16:16:44.093327+00
5245,1,482,25.9,81.3,-96,2.75,7245,t,2026-09-05 16:16:51.311105+00
5246,2,995,31,66,-55,10,14940,t,2026-09-05 16:16:59.091276+00
5247,1,483,25.9,81.3,-93,5.25,7260,t,2026-09-05 16:17:06.175466+00
5248,2,996,31.2,66,-58,9.5,14955,t,2026-09-05 16:17:14.091851+00
5249,1,484,25.9,81.3,-94,4,7275,t,2026-09-05 16:17:21.176138+00
5250,2,997,31,66,-59,9.25,14970,t,2026-09-05 16:17:29.246658+00
5251,1,485,25.9,81.3,-94,4.5,7290,t,2026-09-05 16:17:36.176145+00
5252,2,998,31.8,66,-59,9.5,14985,t,2026-09-05 16:17:44.284439+00
5253,1,486,25.9,81.3,-94,4.25,7305,t,2026-09-05 16:17:51.175705+00
5254,2,999,31.6,66,-59,10,15000,t,2026-09-05 16:17:59.299405+00
5255,1,487,25.9,81.2,-94,4,7320,t,2026-09-05 16:18:06.313678+00
5256,2,1000,31.4,66,-59,9.25,15015,t,2026-09-05 16:18:14.088387+00
5257,1,488,25.9,81.2,-94,4.25,7335,t,2026-09-05 16:18:21.384825+00
5258,2,1001,31.1,66,-59,9.75,15030,t,2026-09-05 16:18:29.089547+00
5259,1,489,25.9,81.2,-94,4.5,7350,t,2026-09-05 16:18:36.173189+00
5260,2,1002,31.3,66,-59,11.75,15045,t,2026-09-05 16:18:44.24788+00
5261,1,490,25.9,81.2,-94,4.25,7365,t,2026-09-05 16:18:51.171685+00
5262,2,1003,31.4,66,-59,9.25,15060,t,2026-09-05 16:18:59.173849+00
5263,1,491,26,81.1,-94,4,7380,t,2026-09-05 16:19:06.172681+00
5264,2,1004,31.9,66,-59,8.75,15075,t,2026-09-05 16:19:14.086574+00
5265,1,492,25.9,81.2,-94,4.25,7395,t,2026-09-05 16:19:21.184657+00
5266,2,1005,31.2,66,-59,9,15090,t,2026-09-05 16:19:29.314528+00
5267,1,493,25.9,81.2,-93,4.5,7410,t,2026-09-05 16:19:36.171357+00
5268,2,1006,31.2,66,-58,9.5,15105,t,2026-09-05 16:19:44.17984+00
5269,1,494,25.9,81.2,-94,4.5,7425,t,2026-09-05 16:19:51.302327+00
5270,2,1007,31.2,66,-59,9.75,15120,t,2026-09-05 16:19:59.087625+00
5271,1,495,25.9,81.2,-94,4.5,7440,t,2026-09-05 16:20:06.171515+00
5272,2,1008,31.2,66,-59,9.5,15135,t,2026-09-05 16:20:14.086211+00
5273,1,496,25.9,81.1,-94,4.5,7455,t,2026-09-05 16:20:21.170974+00
5274,1,497,25.9,81.2,-95,4.25,7470,t,2026-09-05 16:20:36.169422+00
5275,2,1010,31.7,66,-59,9.25,15165,t,2026-09-05 16:20:44.263982+00
5276,1,498,25.9,81.2,-94,4.25,7485,t,2026-09-05 16:20:51.347639+00
5277,2,1011,31.8,66,-59,9.5,15180,t,2026-09-05 16:20:59.08487+00
5278,1,499,25.9,81.3,-94,4.25,7500,t,2026-09-05 16:21:06.169653+00
5279,2,1012,31.6,66,-59,9.25,15195,t,2026-09-05 16:21:14.083081+00
5280,1,500,25.9,81.2,-94,4.5,7515,t,2026-09-05 16:21:21.362364+00
5281,2,1013,31.4,66,-59,9.75,15210,t,2026-09-05 16:21:29.084118+00
5282,1,501,25.9,81.2,-94,4.5,7530,t,2026-09-05 16:21:36.170655+00
5283,2,1014,31.2,66,-59,9.25,15225,t,2026-09-05 16:21:44.300319+00
5284,1,502,25.9,81.1,-95,3.75,7545,t,2026-09-05 16:21:51.166916+00
5285,2,1015,31,66,-58,9,15240,t,2026-09-05 16:21:59.082759+00
5286,1,503,25.9,81.2,-94,4.25,7560,t,2026-09-05 16:22:06.166901+00
5287,2,1016,31.9,66,-59,9.75,15255,t,2026-09-05 16:22:14.082595+00
5288,2,1017,31.1,66,-58,9.5,15270,t,2026-09-05 16:22:29.080691+00
5289,1,505,26,81.1,-94,4,7590,t,2026-09-05 16:22:36.410167+00
5290,2,1018,31.3,66,-58,9.5,15285,t,2026-09-05 16:22:44.083416+00
5291,1,506,25.9,81.2,-94,4.25,7605,t,2026-09-05 16:22:51.257413+00
5292,2,1019,31.3,66,-59,9,15300,t,2026-09-05 16:22:59.080551+00
5293,1,507,25.9,81.2,-94,4,7620,t,2026-09-05 16:23:06.165804+00
5294,2,1020,31.8,66,-58,9.5,15315,t,2026-09-05 16:23:14.079922+00
5295,1,508,25.9,81.2,-94,4,7635,t,2026-09-05 16:23:21.165601+00
5296,2,1021,31.7,66,-59,9.25,15330,t,2026-09-05 16:23:29.144332+00
5297,1,509,25.9,81.2,-94,4.5,7650,t,2026-09-05 16:23:36.337169+00
5298,2,1022,31.9,66,-59,9.25,15345,t,2026-09-05 16:23:44.079924+00
5299,1,510,25.9,81.2,-95,3.75,7665,t,2026-09-05 16:23:51.165474+00
5300,2,1023,31.2,66,-59,9.25,15360,t,2026-09-05 16:23:59.077458+00
5301,1,511,25.9,81.2,-94,4,7680,t,2026-09-05 16:24:06.164797+00
5302,2,1024,31.1,66,-59,9.5,15375,t,2026-09-05 16:24:14.079212+00
5303,1,512,25.9,81.2,-94,3.75,7695,t,2026-09-05 16:24:21.331186+00
5304,2,1025,31.3,66,-59,9.5,15390,t,2026-09-05 16:24:29.353189+00
5305,1,513,25.9,81.2,-94,4,7710,t,2026-09-05 16:24:36.166101+00
5306,2,1026,31.3,66,-58,9.75,15405,t,2026-09-05 16:24:44.076486+00
5307,1,514,25.9,81.2,-94,4.5,7725,t,2026-09-05 16:24:51.387006+00
5308,2,1027,31.4,66,-59,9.25,15420,t,2026-09-05 16:24:59.077339+00
5309,1,515,25.9,81.2,-94,4.25,7740,t,2026-09-05 16:25:06.282761+00
5310,2,1028,31.5,66,-59,9,15435,t,2026-09-05 16:25:14.077195+00
5311,1,516,25.9,81.2,-94,4.25,7755,t,2026-09-05 16:25:21.164105+00
5312,2,1029,31,66,-58,9.5,15450,t,2026-09-05 16:25:29.074063+00
5313,1,517,25.9,81.2,-94,4,7770,t,2026-09-05 16:25:36.163796+00
5314,2,1030,31.2,66,-59,9.25,15465,t,2026-09-05 16:25:44.076647+00
5315,1,518,25.9,81.2,-93,4.25,7785,t,2026-09-05 16:25:51.162486+00
5316,2,1031,31.3,66,-59,9.5,15480,t,2026-09-05 16:25:59.074142+00
5317,1,519,25.9,81.2,-94,4,7800,t,2026-09-05 16:26:06.162231+00
5318,2,1032,31.1,66,-59,9.75,15495,t,2026-09-05 16:26:14.074905+00
5319,1,520,25.9,81.2,-94,4.25,7815,t,2026-09-05 16:26:21.161123+00
5320,2,1033,31.1,66,-59,9.5,15510,t,2026-09-05 16:26:29.073923+00
5321,1,521,25.9,81.2,-94,4.5,7830,t,2026-09-05 16:26:36.161286+00
5322,2,1034,31,66,-59,9.5,15525,t,2026-09-05 16:26:44.170643+00
5323,2,1035,31.1,66,-59,8.75,15540,t,2026-09-05 16:26:59.070704+00
5324,1,523,25.9,81.2,-94,4,7860,t,2026-09-05 16:27:06.161008+00
5325,2,1036,31.1,66,-59,9,15555,t,2026-09-05 16:27:14.072622+00
